,date,Year,Month,Day,Hour,Temperature,Pressure,Humidity,Wind_Speed,Rainfall,Season,Weekend,Load,Temperature_seasonal,Pressure_seasonal,Humidity_seasonal,Wind_Speed_seasonal,Rainfall_seasonal,Season_seasonal
33,2019-01-02 09:00:00,2019,1,2,9,16.0,1020.7,96.0,2.5,0.5,4,0,6081.6,1.3432246732026147,1.1468329248366056,-6.236955678104577,0.05935505914322254,0.02362336601307193,-0.0003676470588235292
34,2019-01-02 10:00:00,2019,1,2,10,16.1,1019.6,94.0,2.6,0.0,4,0,6096.0,1.9950580065359462,0.7270142973856237,-9.08668607026143,0.16995832001278774,0.011282679738562115,-0.0002205882352941189
35,2019-01-02 11:00:00,2019,1,2,11,16.6,1018.2,94.0,2.4,0.0,4,0,6108.0,2.364202614379085,0.09647508169934882,-10.60604881535946,0.2312846200980391,0.011282679738562127,-7.352941176470514e-05
36,2019-01-02 12:00:00,2019,1,2,12,16.9,1017.2,90.0,2.8,0.0,4,0,5760.0,2.4187197712418307,-0.5792602124182993,-10.294333129084961,0.3113728553921571,-0.028705065359477092,7.352941176470601e-05
37,2019-01-02 13:00:00,2019,1,2,13,17.0,1016.4,90.0,1.9,0.0,4,0,6297.6,2.1493864379084955,-1.0711474673202594,-9.082298815359488,0.33593199861466333,0.25424836601307205,0.00022058823529411717
38,2019-01-02 14:00:00,2019,1,2,14,16.7,1016.6,92.0,2.9,0.0,4,0,6163.2,1.7731854575163397,-1.2729219771241862,-7.379823325163397,0.3220426124254048,0.32160130718954244,0.00036764705882353006
39,2019-01-02 15:00:00,2019,1,2,15,16.9,1016.8,94.0,2.3,0.0,4,0,6115.2,1.3296070261437913,-1.2071033496732035,-5.401686070261441,0.29847920662830335,0.3195424836601303,0.0005147058823529412
40,2019-01-02 16:00:00,2019,1,2,16,17.1,1017.4,95.0,2.4,0.0,4,0,6151.2,0.8216928104575175,-0.9209023692810454,-3.187029207516343,0.19821236945865292,0.06571895424836602,0.0006617647058823532
41,2019-01-02 17:00:00,2019,1,2,17,16.9,1017.6,96.0,2.6,0.5,4,0,6141.6,0.3227761437908502,-0.5516940359477145,-0.8645292075163374,0.14150925777919876,0.017790032679738582,0.0008088235294117661
42,2019-01-02 18:00:00,2019,1,2,18,16.9,1018.1,97.0,2.0,0.5,4,0,5102.4,-0.12128513071895396,-0.11521364379085197,0.8052502042483696,0.08488457747229328,-0.044256535947712373,0.0009558823529411779
43,2019-01-02 19:00:00,2019,1,2,19,17.1,1018.4,97.0,2.1,0.5,4,0,3722.4,-0.34963316993463994,0.33931821895425035,1.9614511846405218,0.00949764226342715,-0.08424428104575166,0.0011029411764705882
44,2019-01-02 20:00:00,2019,1,2,20,17.3,1018.1,97.0,2.1,0.5,4,0,3189.6,-0.536346405228758,0.6519162581699323,2.791255106209149,-0.011732430200340949,-0.13658496732026143,0.0012500000000000007
45,2019-01-02 21:00:00,2019,1,2,21,17.3,1018.2,97.0,1.1,0.5,4,0,2784.0,-0.7113807189542476,0.7608035130718964,3.34990706699346,-0.06419779678175612,-0.15098447712418303,0.0013970588235294123
46,2019-01-02 22:00:00,2019,1,2,22,17.0,1018.0,97.0,1.8,0.5,4,0,2280.0,-0.8740988562091505,0.6161613562091474,3.9116227532679737,-0.08572198689258327,-0.0737050653594771,0.0015441176470588221
47,2019-01-02 23:00:00,2019,1,2,23,16.9,1018.2,97.0,1.8,0.5,4,0,2035.2,-1.0786846405228767,0.3328304738562107,4.728632557189544,-0.10829764759164529,-0.05083741830065355,0.0016911764705882348
48,2019-01-03 00:00:00,2019,1,3,0,17.0,1018.2,97.0,1.4,0.5,4,0,1876.8,-1.2448611111111108,0.013242238562094154,5.425789419934637,-0.15549830829070743,-0.12718545751633992,-0.0016911764705882348
49,2019-01-03 01:00:00,2019,1,3,1,16.8,1017.7,97.0,1.7,1.5,4,0,1860.0,-1.4119746732026153,-0.3130273692810458,6.007423406862743,-0.1891809951335605,-0.09920751633986927,-0.001544117647058825
50,2019-01-03 02:00:00,2019,1,3,2,16.8,1017.7,97.0,0.9,0.5,4,0,1833.6,-1.5553431372549045,-0.5427357026143812,6.526385825163397,-0.23805240746660994,-0.10593545751633995,-0.001397058823529412
51,2019-01-03 03:00:00,2019,1,3,3,16.8,1017.7,97.0,1.0,0.5,4,0,1845.6,-1.676471405228758,-0.5670469771241855,6.8854462826797285,-0.25086254528985535,-0.05857026143790847,-0.0012499999999999992
52,2019-01-03 04:00:00,2019,1,3,4,16.6,1018.2,97.0,1.6,1.0,4,0,1833.6,-1.7752491830065344,-0.3522602124182998,7.187545955882354,-0.29166287919153194,0.02379493464052291,-0.0011029411764705897
