Year,Month,Season,Day,Weekend,Hour,Temperature,Pressure,Humidity,Wind_Speed,Rainfall,Load
2019,1,4,1,1,0,15.3,1020.3,97,2,0.5,1773.6
2019,1,4,1,1,1,15.3,1020,97,2.1,1,1675.2
2019,1,4,1,1,2,15.3,1019.4,97,2.3,0.5,1677.6
2019,1,4,1,1,3,15.3,1019.2,97,2.2,0,1706.4
2019,1,4,1,1,4,15.2,1019.2,97,1.9,0.5,1665.6
2019,1,4,1,1,5,15.2,1019.8,97,2.4,0.5,1754.4
2019,1,4,1,1,6,15.2,1020.4,97,2.5,1,1773.6
2019,1,4,1,1,7,15.3,1021.3,97,2.1,0,1999.2
2019,1,4,1,1,8,15.5,1021.7,96,2.6,0.5,2097.6
2019,1,4,1,1,9,15.5,1021.6,96,2.4,0.5,2114.4
2019,1,4,1,1,10,15.4,1021.1,95,2.1,0,2150.4
2019,1,4,1,1,11,15.4,1019.7,95,1.7,0,2181.6
2019,1,4,1,1,12,15.4,1018.8,95,2.7,0.5,2224.8
2019,1,4,1,1,13,15.7,1018.2,93,3,0,2244
2019,1,4,1,1,14,15.5,1018.5,94,2.4,0,2220
2019,1,4,1,1,15,15.5,1019.1,95,2,0,2277.6
2019,1,4,1,1,16,15.1,1019.8,95,2.6,0,2248.8
2019,1,4,1,1,17,15.1,1019.7,96,2.6,0.5,2260.8
2019,1,4,1,1,18,15.2,1019.5,95,3.3,0,2270.4
2019,1,4,1,1,19,15.3,1019.8,96,2.7,0.5,2133.6
2019,1,4,1,1,20,15.1,1020,96,2.1,0,1975.2
2019,1,4,1,1,21,15.3,1019.9,96,2.6,0.5,1869.6
2019,1,4,1,1,22,15.1,1019.7,97,2.5,0.5,1725.6
2019,1,4,1,1,23,15.1,1019.9,97,3.1,0.5,1716
2019,1,4,2,0,0,15,1019.7,97,2.6,0.5,1668
2019,1,4,2,0,1,15,1019.6,97,1.7,0,1617.6
2019,1,4,2,0,2,15,1019.2,96,1.9,0.5,1696.8
2019,1,4,2,0,3,15,1018.8,96,2.4,0,1692
2019,1,4,2,0,4,15.1,1018.6,97,2.3,0.5,1692
2019,1,4,2,0,5,15.3,1019.3,96,1.5,0,1984.8
2019,1,4,2,0,6,15.5,1020.3,96,2.3,0.5,2239.2
2019,1,4,2,0,7,15.8,1020.6,97,2.4,0.5,4125.6
2019,1,4,2,0,8,15.8,1020.7,97,2.6,1,5721.6
2019,1,4,2,0,9,16,1020.7,96,2.5,0.5,6081.6
2019,1,4,2,0,10,16.1,1019.6,94,2.6,0,6096
2019,1,4,2,0,11,16.6,1018.2,94,2.4,0,6108
2019,1,4,2,0,12,16.9,1017.2,90,2.8,0,5760
2019,1,4,2,0,13,17,1016.4,90,1.9,0,6297.6
2019,1,4,2,0,14,16.7,1016.6,92,2.9,0,6163.2
2019,1,4,2,0,15,16.9,1016.8,94,2.3,0,6115.2
2019,1,4,2,0,16,17.1,1017.4,95,2.4,0,6151.2
2019,1,4,2,0,17,16.9,1017.6,96,2.6,0.5,6141.6
2019,1,4,2,0,18,16.9,1018.1,97,2,0.5,5102.4
2019,1,4,2,0,19,17.1,1018.4,97,2.1,0.5,3722.4
2019,1,4,2,0,20,17.3,1018.1,97,2.1,0.5,3189.6
2019,1,4,2,0,21,17.3,1018.2,97,1.1,0.5,2784
2019,1,4,2,0,22,17,1018,97,1.8,0.5,2280
2019,1,4,2,0,23,16.9,1018.2,97,1.8,0.5,2035.2
2019,1,4,3,0,0,17,1018.2,97,1.4,0.5,1876.8
2019,1,4,3,0,1,16.8,1017.7,97,1.7,1.5,1860
2019,1,4,3,0,2,16.8,1017.7,97,0.9,0.5,1833.6
2019,1,4,3,0,3,16.8,1017.7,97,1,0.5,1845.6
2019,1,4,3,0,4,16.6,1018.2,97,1.6,1,1833.6
2019,1,4,3,0,5,16.7,1018,97,1.9,1,2119.2
2019,1,4,3,0,6,16.8,1018.6,97,1.7,1,2431.2
2019,1,4,3,0,7,16.9,1019.7,97,2.2,1,4267.2
2019,1,4,3,0,8,17,1020.2,97,2.1,1,5956.8
2019,1,4,3,0,9,17.4,1020.1,96,2.5,0.5,6348
2019,1,4,3,0,10,17.4,1019.5,96,1.7,0,6381.6
2019,1,4,3,0,11,17.7,1018.6,95,2.6,0,6367.2
2019,1,4,3,0,12,18,1017.9,94,1.7,0.5,6172.8
2019,1,4,3,0,13,18,1017.3,94,2.3,0,6532.8
2019,1,4,3,0,14,17.9,1017.2,94,2.5,0,6439.2
2019,1,4,3,0,15,18.1,1017.7,94,1.6,0,6456
2019,1,4,3,0,16,17.9,1018,95,2.8,0,6252
2019,1,4,3,0,17,17.9,1018.2,97,1.9,0,6432
2019,1,4,3,0,18,18.1,1018.7,96,2.3,0,5236.8
2019,1,4,3,0,19,18.2,1018.2,96,2.9,0,4020
2019,1,4,3,0,20,18.5,1018.1,96,2.1,0,3465.6
2019,1,4,3,0,21,18.6,1017.3,96,2.8,0,2937.6
2019,1,4,3,0,22,18.8,1016.7,97,2.4,0,2400
2019,1,4,3,0,23,19.2,1016.4,96,2.1,0,2076
2019,1,4,4,0,0,19.4,1015.9,96,1.9,0,1893.6
2019,1,4,4,0,1,19.6,1015.6,96,2.5,0,1833.6
2019,1,4,4,0,2,19.5,1014.8,96,1.9,0,1812
2019,1,4,4,0,3,19.5,1014.7,97,1.7,0,1800
2019,1,4,4,0,4,19.7,1014.7,97,1,0,1792.8
2019,1,4,4,0,5,19.9,1015,94,1.2,0,2126.4
2019,1,4,4,0,6,19.9,1015.3,95,2,0,2486.4
2019,1,4,4,0,7,20.9,1015.5,95,1.5,0,4586.4
2019,1,4,4,0,8,22.7,1015.6,88,0.7,0,6770.4
2019,1,4,4,0,9,25.1,1015,79,1.2,0,7353.6
2019,1,4,4,0,10,26.9,1013.7,67,1.1,0,7356
2019,1,4,4,0,11,27.9,1012.9,62,0.8,0,7562.4
2019,1,4,4,0,12,26.1,1012.3,65,1.4,0,7202.4
2019,1,4,4,0,13,25.2,1012,66,1.9,0,7039.2
2019,1,4,4,0,14,24,1012.1,73,1,0,6835.2
2019,1,4,4,0,15,22.8,1012.4,80,1.5,0,6760.8
2019,1,4,4,0,16,21.4,1013.3,84,1.4,0,6700.8
2019,1,4,4,0,17,20,1014.2,89,0.8,0,6573.6
2019,1,4,4,0,18,19.4,1014.7,92,0.9,0,4970.4
2019,1,4,4,0,19,19.2,1014.8,93,0.4,0,3914.4
2019,1,4,4,0,20,19.3,1014.6,92,0,0,3096
2019,1,4,4,0,21,19.4,1014.3,91,0.2,0,2556
2019,1,4,4,0,22,19.2,1014.2,92,0.4,0,2145.6
2019,1,4,4,0,23,18.7,1014.5,92,1.2,0,1903.2
2019,1,4,5,1,0,18.4,1014.3,94,0,0,1833.6
2019,1,4,5,1,1,18.4,1014,94,0.4,0,1814.4
2019,1,4,5,1,2,18.5,1013,95,0,0,1783.2
2019,1,4,5,1,3,18.5,1012.6,94,0.1,0,1814.4
2019,1,4,5,1,4,18.6,1012.4,94,0,0,1821.6
2019,1,4,5,1,5,18.7,1012.7,93,0,0,1941.6
2019,1,4,5,1,6,18.8,1013.1,93,0,0,2100
2019,1,4,5,1,7,18.9,1013.5,93,0,0,2812.8
2019,1,4,5,1,8,19,1014.1,92,0.3,0,2942.4
2019,1,4,5,1,9,19.5,1014.7,90,0,0,3019.2
2019,1,4,5,1,10,19.8,1014.5,89,0,0,3172.8
2019,1,4,5,1,11,20.6,1013.7,85,0.3,0,3232.8
2019,1,4,5,1,12,21.4,1012.8,79,0.4,0,3163.2
2019,1,4,5,1,13,21.6,1012.5,79,0,0,3177.6
2019,1,4,5,1,14,20.3,1011.9,88,2.1,0,2762.4
2019,1,4,5,1,15,19.8,1012.1,87,1.6,0,2803.2
2019,1,4,5,1,16,19.3,1012.3,90,1.9,0,2697.6
2019,1,4,5,1,17,19.1,1012.9,91,1.1,0,2505.6
2019,1,4,5,1,18,19.1,1013.2,91,2,0,2443.2
2019,1,4,5,1,19,19.1,1013.6,92,1.2,0,2349.6
2019,1,4,5,1,20,19,1013.9,93,1.4,0,2239.2
2019,1,4,5,1,21,18.6,1013.7,95,1.2,0.5,2037.6
2019,1,4,5,1,22,18.5,1013.6,97,0.9,2,1838.4
2019,1,4,5,1,23,18.5,1013.7,98,0.2,0.5,1824
2019,1,4,6,1,0,18.5,1013.8,99,0,1,1812
2019,1,4,6,1,1,18.5,1013.9,99,0,2.5,1788
2019,1,4,6,1,2,18,1013.8,99,0.1,2.5,1783.2
2019,1,4,6,1,3,16.6,1014,99,0.7,2,1790.4
2019,1,4,6,1,4,16.7,1014.4,94,0.4,0,1764
2019,1,4,6,1,5,16.8,1014.8,95,0,0.5,1855.2
2019,1,4,6,1,6,17,1015.5,95,0,0,1860
2019,1,4,6,1,7,17,1016.1,96,0,0,2131.2
2019,1,4,6,1,8,17,1016.8,97,0.2,0.5,2251.2
2019,1,4,6,1,9,17.3,1017.2,98,0.6,1,2275.2
2019,1,4,6,1,10,17.6,1016.6,96,0.9,0.5,2378.4
2019,1,4,6,1,11,17.7,1015.7,93,1.1,0,2457.6
2019,1,4,6,1,12,17.6,1014.9,93,1.7,0,2500.8
2019,1,4,6,1,13,17.6,1014.8,95,1.8,0,2568
2019,1,4,6,1,14,17.4,1014.4,95,2.5,0,2611.2
2019,1,4,6,1,15,17.2,1014.3,94,2.5,0,2580
2019,1,4,6,1,16,17.3,1014.5,93,2.2,0,2582.4
2019,1,4,6,1,17,17.3,1014.8,91,2.4,0,2534.4
2019,1,4,6,1,18,17.1,1015.3,91,2.8,0,2558.4
2019,1,4,6,1,19,17,1015.5,93,2.8,0,2383.2
2019,1,4,6,1,20,17,1015.7,94,2.4,0,2258.4
2019,1,4,6,1,21,17,1015.5,94,2.6,0,2232
2019,1,4,6,1,22,17,1015.2,94,2.2,0,1867.2
2019,1,4,6,1,23,17,1015.2,93,2,0,1795.2
2019,1,4,7,0,0,16.9,1014.9,95,2.3,0,1778.4
2019,1,4,7,0,1,16.8,1014.5,96,2.7,0,1778.4
2019,1,4,7,0,2,16.8,1013.9,96,2,0,1783.2
2019,1,4,7,0,3,17,1013.6,96,2.6,0,1783.2
2019,1,4,7,0,4,17.2,1013.9,96,1.8,0,1812
2019,1,4,7,0,5,17.5,1014,96,2.3,0,2162.4
2019,1,4,7,0,6,17.7,1014.1,96,1.7,0,2464.8
2019,1,4,7,0,7,17.9,1014.7,94,2.1,0,4440
2019,1,4,7,0,8,18.4,1014.8,93,1.7,0,6228
2019,1,4,7,0,9,19.5,1014.7,86,1.8,0,6688.8
2019,1,4,7,0,10,20.8,1013.7,83,2.1,0,6556.8
2019,1,4,7,0,11,21.1,1012.6,82,1.5,0,6585.6
2019,1,4,7,0,12,21.9,1011.7,80,1.9,0,6328.8
2019,1,4,7,0,13,22,1011.2,80,1.2,0,6708
2019,1,4,7,0,14,22.7,1011.1,79,0.7,0,6621.6
2019,1,4,7,0,15,22.8,1011.4,80,0.8,0,6708
2019,1,4,7,0,16,22,1011.6,83,1.2,0,6590.4
2019,1,4,7,0,17,21.4,1011.9,87,0.8,0,6688.8
2019,1,4,7,0,18,21.1,1012.1,88,1.3,0,5049.6
2019,1,4,7,0,19,21.1,1012.7,87,0.6,0,3936
2019,1,4,7,0,20,21.1,1012.9,85,0.3,0,3064.8
2019,1,4,7,0,21,20.8,1013,85,0,0,2560.8
2019,1,4,7,0,22,20.5,1012.7,86,0,0,2140.8
2019,1,4,7,0,23,20.4,1012.5,87,0.1,0,1922.4
2019,1,4,8,0,0,19.9,1012.6,90,0.8,0,1833.6
2019,1,4,8,0,1,19.8,1012.8,90,0.2,0,1776
2019,1,4,8,0,2,20,1012.9,91,0.4,0,1807.2
2019,1,4,8,0,3,19.9,1012.9,92,0,0,1790.4
2019,1,4,8,0,4,19.8,1013.6,92,0,0,1836
2019,1,4,8,0,5,20,1014.1,92,0.2,0,2296.8
2019,1,4,8,0,6,19.7,1014.6,90,1.4,0,2524.8
2019,1,4,8,0,7,19.5,1015.3,89,1.7,0,4603.2
2019,1,4,8,0,8,19.5,1015.7,87,1,0,6492
2019,1,4,8,0,9,19.7,1015.9,86,0.7,0,7048.8
2019,1,4,8,0,10,19.5,1015.5,86,1.1,0,6540
2019,1,4,8,0,11,19.2,1015.2,89,0.9,0,6580.8
2019,1,4,8,0,12,19.5,1014.3,86,1,0,6285.6
2019,1,4,8,0,13,19.4,1013.4,86,2.2,0,6523.2
2019,1,4,8,0,14,18.8,1013.1,89,2.6,0,7168.8
2019,1,4,8,0,15,18.9,1013.7,91,1.6,0,6422.4
2019,1,4,8,0,16,18.3,1014.2,92,2,0,6391.2
2019,1,4,8,0,17,18.2,1014.8,94,2.5,0,6436.8
2019,1,4,8,0,18,17.9,1015.2,95,1.9,0,4980
2019,1,4,8,0,19,17.9,1015.3,96,2.2,0,3964.8
2019,1,4,8,0,20,17.9,1015.8,96,2.2,0,3218.4
2019,1,4,8,0,21,17.5,1016.2,95,2.7,0,2709.6
2019,1,4,8,0,22,17.3,1016.8,95,2.8,0.5,2186.4
2019,1,4,8,0,23,16.9,1016.8,95,2.1,0,1958.4
2019,1,4,9,0,0,16.6,1017.1,95,1.9,0,1879.2
2019,1,4,9,0,1,16.4,1017,95,2.4,0,1855.2
2019,1,4,9,0,2,16.2,1017.1,96,2.2,0,1812
2019,1,4,9,0,3,16.1,1017.2,95,2.3,0,1821.6
2019,1,4,9,0,4,15.9,1017.3,96,2.4,0,1850.4
2019,1,4,9,0,5,15.9,1017.5,95,2.1,0,2222.4
2019,1,4,9,0,6,15.9,1017.9,95,2.3,0,2452.8
2019,1,4,9,0,7,16.4,1018.4,93,2.5,0,4468.8
2019,1,4,9,0,8,16.9,1018.5,93,2.2,0,6168
2019,1,4,9,0,9,17.2,1018.4,92,3.1,0,6760.8
2019,1,4,9,0,10,17.8,1017.7,89,2.4,0,6518.4
2019,1,4,9,0,11,18.6,1016.5,86,2.5,0,6648
2019,1,4,9,0,12,18.6,1015.4,88,2.1,0,6206.4
2019,1,4,9,0,13,18.5,1014.6,86,2.8,0,6748.8
2019,1,4,9,0,14,18.1,1014.3,88,2.4,0,6607.2
2019,1,4,9,0,15,18.1,1014.3,90,2.8,0,6417.6
2019,1,4,9,0,16,18.3,1014.4,92,2.1,0,6408
2019,1,4,9,0,17,18.2,1014.5,92,2.7,0,6448.8
2019,1,4,9,0,18,18.4,1015,91,1.9,0,4965.6
2019,1,4,9,0,19,18.6,1015.1,90,1.9,0,3885.6
2019,1,4,9,0,20,18.8,1015,91,1.7,0,3184.8
2019,1,4,9,0,21,18.9,1014.6,91,1.8,0,2659.2
2019,1,4,9,0,22,19,1014,92,1.6,0,2174.4
2019,1,4,9,0,23,19.3,1013.6,90,1.7,0,1912.8
2019,1,4,10,0,0,19.5,1013.1,90,1.3,0,1845.6
2019,1,4,10,0,1,19.6,1012.8,90,1.2,0,1860
2019,1,4,10,0,2,19.8,1012.5,90,1.4,0,1821.6
2019,1,4,10,0,3,20.1,1012.1,90,1.2,0,1828.8
2019,1,4,10,0,4,20,1011.8,91,1.3,0,1867.2
2019,1,4,10,0,5,20,1012.1,92,1.3,0,2284.8
2019,1,4,10,0,6,20.1,1012.4,90,1.3,0,2568
2019,1,4,10,0,7,21.8,1013.2,82,0,0,4684.8
2019,1,4,10,0,8,23.4,1014,75,0,0,6602.4
2019,1,4,10,0,9,23.4,1014.1,75,0.2,0,7516.8
2019,1,4,10,0,10,25.5,1013.3,66,0.3,0,7252.8
2019,1,4,10,0,11,26.4,1012.2,62,0.4,0,7485.6
2019,1,4,10,0,12,27.9,1010.9,54,0.2,0,7252.8
2019,1,4,10,0,13,28.3,1010.2,53,0,0,7478.4
2019,1,4,10,0,14,26.7,1010.2,66,0,0,7687.2
2019,1,4,10,0,15,24.2,1010.6,72,1.2,0,7670.4
2019,1,4,10,0,16,23.4,1011.1,78,0.3,0,7500
2019,1,4,10,0,17,23.3,1011.6,83,0,0,6907.2
2019,1,4,10,0,18,22.8,1011.8,88,0.7,0,5284.8
2019,1,4,10,0,19,22.4,1011.8,90,0,0,4279.2
2019,1,4,10,0,20,22,1012,92,0,0,3364.8
2019,1,4,10,0,21,21.9,1012.1,92,0,0,2680.8
2019,1,4,10,0,22,21.2,1012.1,90,0.2,0,2260.8
2019,1,4,10,0,23,21.1,1011.7,91,0,0,2044.8
2019,1,4,11,0,0,21.2,1011.7,91,0,0,2016
2019,1,4,11,0,1,20.9,1011.7,91,0.4,0,1956
2019,1,4,11,0,2,20.5,1011.1,92,0.2,0,1946.4
2019,1,4,11,0,3,20.6,1010.7,93,0,0,1922.4
2019,1,4,11,0,4,20.6,1010.8,92,0,0,1941.6
2019,1,4,11,0,5,20.4,1011.1,93,0.1,0,2460
2019,1,4,11,0,6,20.3,1011.6,93,0,0,2736
2019,1,4,11,0,7,20.7,1012.1,90,0,0,4828.8
2019,1,4,11,0,8,21.4,1012.4,83,0.1,0,6698.4
2019,1,4,11,0,9,22.9,1012,81,0,0,7101.6
2019,1,4,11,0,10,25.3,1011.2,72,0.3,0,7200
2019,1,4,11,0,11,25.6,1009.9,69,0.3,0,7603.2
2019,1,4,11,0,12,25.4,1009,71,0.9,0,7276.8
2019,1,4,11,0,13,23.2,1008.8,81,0.7,0,7476
2019,1,4,11,0,14,24.4,1008.6,75,0.7,0,7406.4
2019,1,4,11,0,15,22.8,1008.9,80,1.6,0,7324.8
2019,1,4,11,0,16,22.1,1009.6,83,0.7,0,6859.2
2019,1,4,11,0,17,20.8,1010.1,88,0.2,0,6813.6
2019,1,4,11,0,18,20.7,1010.3,88,0.5,0,5232
2019,1,4,11,0,19,20.7,1010.6,88,0,0,4416
2019,1,4,11,0,20,20.8,1010.7,89,0.4,0,3969.6
2019,1,4,11,0,21,20.5,1010.8,89,0,0,3276
2019,1,4,11,0,22,20.5,1010.3,89,0.2,0,2810.4
2019,1,4,11,0,23,20.4,1010.2,90,0,0,2702.4
2019,1,4,12,1,0,19.9,1010.4,91,1,0,2649.6
2019,1,4,12,1,1,19.3,1010.2,93,0.2,0,2532
2019,1,4,12,1,2,19.2,1009.9,93,0,0,2198.4
2019,1,4,12,1,3,19.3,1009.9,92,1.7,0,1903.2
2019,1,4,12,1,4,18.8,1010.3,93,0.6,0,1840.8
2019,1,4,12,1,5,19.3,1010.9,90,0.1,0,1975.2
2019,1,4,12,1,6,19.2,1011.6,90,0.2,0,2090.4
2019,1,4,12,1,7,19.3,1012.6,91,0.8,0,2877.6
2019,1,4,12,1,8,18.3,1012.9,95,0.9,0,3163.2
2019,1,4,12,1,9,18.5,1012.8,94,1.2,0,3559.2
2019,1,4,12,1,10,19.4,1012.3,90,1.4,0,3676.8
2019,1,4,12,1,11,19.9,1011.6,85,1.8,0,3600
2019,1,4,12,1,12,19.5,1010.9,88,1.4,0,3492
2019,1,4,12,1,13,20,1010.6,85,0.9,0,3412.8
2019,1,4,12,1,14,19.8,1010.9,83,1.7,0,3079.2
2019,1,4,12,1,15,19.2,1011.3,87,1.3,0,3223.2
2019,1,4,12,1,16,18.5,1012.1,86,1.7,0,3117.6
2019,1,4,12,1,17,17.7,1012.6,91,1.9,0,2865.6
2019,1,4,12,1,18,17.3,1013.1,92,2.1,0,2683.2
2019,1,4,12,1,19,17.2,1013.5,92,1.8,0,2570.4
2019,1,4,12,1,20,17.2,1013.7,93,1.4,0,2512.8
2019,1,4,12,1,21,17.5,1013.6,92,1.5,0,2404.8
2019,1,4,12,1,22,17.3,1013.3,93,2,0,2128.8
2019,1,4,12,1,23,17,1013,95,2,0,2047.2
2019,1,4,13,1,0,17,1012.7,96,1.5,0,1999.2
2019,1,4,13,1,1,17,1012.5,95,2.2,0,1922.4
2019,1,4,13,1,2,17,1012.3,95,2.1,0,1953.6
2019,1,4,13,1,3,17.1,1012.4,94,1.7,0,1951.2
2019,1,4,13,1,4,17,1012.6,94,1.8,0,1958.4
2019,1,4,13,1,5,17,1013.1,93,1.4,0,2037.6
2019,1,4,13,1,6,17,1013.6,93,2.1,0,2044.8
2019,1,4,13,1,7,16.9,1013.9,93,1.6,0,2148
2019,1,4,13,1,8,17.3,1014.2,91,2.1,0,2359.2
2019,1,4,13,1,9,17.6,1014.1,92,2.2,0,2364
2019,1,4,13,1,10,18.3,1013.5,88,1.9,0,2517.6
2019,1,4,13,1,11,18.6,1012.8,86,1.3,0,2556
2019,1,4,13,1,12,18.6,1012,84,1,0,2618.4
2019,1,4,13,1,13,18.3,1011.5,85,2,0,2709.6
2019,1,4,13,1,14,18.3,1011.6,84,1.2,0,2721.6
2019,1,4,13,1,15,18.2,1011.9,86,1.2,0,2726.4
2019,1,4,13,1,16,17.8,1012.2,89,1.8,0,2692.8
2019,1,4,13,1,17,17.4,1012.6,92,2,0,2709.6
2019,1,4,13,1,18,17.3,1012.9,93,2,0,2752.8
2019,1,4,13,1,19,17.2,1013.1,93,1.9,0,2628
2019,1,4,13,1,20,17.1,1013.2,94,1.8,0,2580
2019,1,4,13,1,21,17.1,1013.2,93,2.7,0,2520
2019,1,4,13,1,22,17,1013.1,93,2.3,0,2140.8
2019,1,4,13,1,23,16.9,1012.8,92,2.7,0,1996.8
2019,1,4,14,0,0,16.6,1012.7,93,2.1,0,1924.8
2019,1,4,14,0,1,16.5,1012.5,92,1.6,0,1886.4
2019,1,4,14,0,2,16.5,1012.2,91,2,0,1924.8
2019,1,4,14,0,3,16.4,1012.4,91,2.2,0,1874.4
2019,1,4,14,0,4,16.6,1012.9,87,1.8,0,1898.4
2019,1,4,14,0,5,17.1,1013.2,82,2.1,0,2227.2
2019,1,4,14,0,6,17.6,1013.6,80,1.7,0,2556
2019,1,4,14,0,7,18.1,1014,77,0.6,0,4555.2
2019,1,4,14,0,8,18.6,1014,75,1.2,0,6160.8
2019,1,4,14,0,9,19,1013.6,76,2,0,6525.6
2019,1,4,14,0,10,20,1012.5,72,1.8,0,6900
2019,1,4,14,0,11,20.4,1011.3,68,1.5,0,6818.4
2019,1,4,14,0,12,20.9,1010.1,65,1.7,0,6350.4
2019,1,4,14,0,13,20.7,1009.5,67,1.6,0,6861.6
2019,1,4,14,0,14,20.7,1009.6,68,1.3,0,6552
2019,1,4,14,0,15,20.3,1009.9,71,2,0,6460.8
2019,1,4,14,0,16,20,1010.4,74,2,0,6427.2
2019,1,4,14,0,17,19.7,1010.8,76,1.9,0,6412.8
2019,1,4,14,0,18,19.5,1011.1,79,2,0,5904
2019,1,4,14,0,19,19.3,1011.1,79,2,0,4672.8
2019,1,4,14,0,20,19.6,1011.2,80,1.7,0,3276
2019,1,4,14,0,21,19.7,1010.8,82,2.1,0,2731.2
2019,1,4,14,0,22,19.9,1010.4,79,1.4,0,2167.2
2019,1,4,14,0,23,20.1,1010.3,81,1.1,0,1994.4
2019,1,4,15,0,0,19.8,1009.9,83,0.9,0,1843.2
2019,1,4,15,0,1,19.9,1009.6,82,0.8,0,1804.8
2019,1,4,15,0,2,19.7,1009.7,84,0.8,0,1785.6
2019,1,4,15,0,3,19.7,1009.7,85,0.5,0,1768.8
2019,1,4,15,0,4,19.9,1009.6,83,0.3,0,1797.6
2019,1,4,15,0,5,19.8,1010.8,83,0,0,2234.4
2019,1,4,15,0,6,19.3,1011.4,86,0.1,0,2404.8
2019,1,4,15,0,7,19.4,1011.9,87,0,0,4572
2019,1,4,15,0,8,20,1012,86,0.1,0,6444
2019,1,4,15,0,9,21,1012.1,81,0,0,6830.4
2019,1,4,15,0,10,20.9,1011.7,83,0.7,0,6698.4
2019,1,4,15,0,11,21.3,1010.6,79,1,0,6722.4
2019,1,4,15,0,12,22.2,1010,73,0.2,0,6244.8
2019,1,4,15,0,13,21.8,1009.6,78,0,0,6864
2019,1,4,15,0,14,22.1,1009.5,79,0.6,0,6691.2
2019,1,4,15,0,15,22.6,1009.9,77,0.6,0,6801.6
2019,1,4,15,0,16,21.5,1010.8,80,0.6,0,6655.2
2019,1,4,15,0,17,20.3,1011.7,85,0.4,0,6602.4
2019,1,4,15,0,18,19.9,1012.4,89,1.8,0,5107.2
2019,1,4,15,0,19,19.3,1013.1,89,0.8,0,4116
2019,1,4,15,0,20,18.6,1013.2,91,1.4,0,3379.2
2019,1,4,15,0,21,18.2,1013.6,89,1.4,0,2935.2
2019,1,4,15,0,22,17.8,1013.8,88,1.3,0,2287.2
2019,1,4,15,0,23,17.1,1013.6,89,1.7,0,2037.6
2019,1,4,16,0,0,16.8,1013.7,91,0.8,0,1956
2019,1,4,16,0,1,16.5,1013.5,93,1.2,0,1896
2019,1,4,16,0,2,16.3,1013.4,93,1.6,0,1852.8
2019,1,4,16,0,3,16.1,1013.2,94,0.8,0,1886.4
2019,1,4,16,0,4,16,1013.6,94,0.7,0,1879.2
2019,1,4,16,0,5,15.6,1014,95,1.3,1,2296.8
2019,1,4,16,0,6,15.7,1014.2,96,1.5,1,2438.4
2019,1,4,16,0,7,15.9,1014.7,96,1.6,2.5,4545.6
2019,1,4,16,0,8,15.7,1015.3,95,0.9,3.5,6120
2019,1,4,16,0,9,16,1015.2,94,1.5,0,6559.2
2019,1,4,16,0,10,16.3,1014.8,95,1.5,2.5,6549.6
2019,1,4,16,0,11,16.3,1013.6,94,1.9,0,6580.8
2019,1,4,16,0,12,16.6,1012.5,89,2.4,0,6194.4
2019,1,4,16,0,13,16,1011.6,93,2.1,0,6465.6
2019,1,4,16,0,14,16.4,1011.5,94,0.6,1,6472.8
2019,1,4,16,0,15,16.2,1012.1,95,1.9,1,6477.6
2019,1,4,16,0,16,16.1,1012.4,95,1.7,0.5,6393.6
2019,1,4,16,0,17,15.6,1012.9,97,1.9,1.5,6405.6
2019,1,4,16,0,18,15.4,1013.4,96,1.7,0.5,5008.8
2019,1,4,16,0,19,15.7,1014.1,96,1.4,0.5,3849.6
2019,1,4,16,0,20,15.4,1014.5,97,2.2,2.5,3168
2019,1,4,16,0,21,15,1014.8,96,1.9,1,2625.6
2019,1,4,16,0,22,15,1014.5,96,1.2,0.5,2145.6
2019,1,4,16,0,23,14.8,1014.5,96,2,0.5,1910.4
2019,1,4,17,0,0,14.5,1014.6,96,1.6,0.5,1771.2
2019,1,4,17,0,1,14.3,1014.1,96,0.6,1,1747.2
2019,1,4,17,0,2,14.2,1013.7,96,1.4,1,1713.6
2019,1,4,17,0,3,14.3,1013.8,96,1,1,1706.4
2019,1,4,17,0,4,14.3,1013.8,97,1.3,1.5,1747.2
2019,1,4,17,0,5,14.4,1014.1,97,1.1,0.5,2078.4
2019,1,4,17,0,6,14.3,1015,97,0.8,1,2301.6
2019,1,4,17,0,7,14.5,1015.9,96,1.1,0,4329.6
2019,1,4,17,0,8,14.7,1016.3,95,1,0,6016.8
2019,1,4,17,0,9,14.8,1016.8,91,1.2,0,6348
2019,1,4,17,0,10,14.8,1016.7,89,1.3,0,6374.4
2019,1,4,17,0,11,15.1,1016.1,88,1.3,0,6324
2019,1,4,17,0,12,15,1015.4,89,0.9,0,5928
2019,1,4,17,0,13,15.1,1015,88,0.9,0,6206.4
2019,1,4,17,0,14,15.3,1015.1,86,1.1,0,6172.8
2019,1,4,17,0,15,15.3,1015.4,85,0.4,0,6218.4
2019,1,4,17,0,16,15.3,1016,84,1.2,0,6117.6
2019,1,4,17,0,17,15,1016.3,85,1.4,0,6170.4
2019,1,4,17,0,18,15.2,1017.1,86,0.8,0,5020.8
2019,1,4,17,0,19,15.3,1017.7,82,1.5,0,3950.4
2019,1,4,17,0,20,15.2,1018.2,79,1.4,0,3290.4
2019,1,4,17,0,21,15.2,1018.3,77,1.3,0,2786.4
2019,1,4,17,0,22,15.2,1018.2,75,1.5,0,2342.4
2019,1,4,17,0,23,15.3,1018,73,2,0,1987.2
2019,1,4,18,0,0,15.2,1017.9,71,1.3,0,1812
